,data_ref,sexo,posse_de_veiculo,posse_de_imovel,qtd_filhos,tipo_renda,educacao,estado_civil,tipo_residencia,idade,tempo_emprego,qt_pessoas_residencia,renda
8251,2015-09-01,F,False,False,0,Empresário,Superior completo,Casado,Casa,30,1.1232876712328768,2.0,1953.45
8252,2015-09-01,F,False,True,0,Empresário,Secundário,Solteiro,Casa,35,17.186301369863013,1.0,3689.26
8253,2015-09-01,M,False,False,1,Empresário,Primário,Casado,Casa,29,6.802739726027397,3.0,3039.4
8254,2015-09-01,M,True,True,1,Assalariado,Secundário,Solteiro,Casa,31,2.043835616438356,2.0,5494.89
8255,2015-09-01,M,True,False,0,Assalariado,Superior completo,Casado,Casa,25,3.1315068493150684,2.0,633.52
8256,2015-09-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,46,1.5424657534246575,2.0,6844.58
8257,2015-09-01,F,False,True,0,Assalariado,Superior completo,Viúvo,Casa,63,5.846575342465752,1.0,3985.32
8258,2015-09-01,M,False,True,1,Assalariado,Secundário,Casado,Casa,39,0.3698630136986301,3.0,3681.89
8259,2015-09-01,M,True,True,2,Assalariado,Superior completo,Casado,Casa,40,10.789041095890411,4.0,11133.31
8260,2015-09-01,M,True,True,0,Empresário,Superior completo,Casado,Casa,47,8.490410958904107,2.0,3447.47
8261,2015-09-01,F,False,True,0,Empresário,Secundário,Casado,Casa,46,4.298630136986302,2.0,3682.21
8262,2015-09-01,F,False,True,0,Empresário,Secundário,Casado,Casa,62,40.47945205479452,2.0,16701.56
8263,2015-09-01,M,True,False,2,Assalariado,Superior completo,Casado,Casa,35,5.052054794520548,4.0,7886.49
8264,2015-09-01,F,False,True,0,Assalariado,Secundário,Separado,Casa,59,3.515068493150685,1.0,4231.64
8265,2015-09-01,M,True,True,0,Assalariado,Secundário,Casado,Casa,42,3.468493150684932,2.0,2351.48
8266,2015-09-01,M,False,False,1,Assalariado,Secundário,Casado,Casa,37,0.2986301369863013,3.0,4232.41
8267,2015-09-01,M,True,False,1,Assalariado,Superior completo,Casado,Governamental,47,12.463013698630135,3.0,3762.42
8268,2015-09-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,54,7.0109589041095886,2.0,3181.88
8269,2015-09-01,F,False,True,0,Assalariado,Superior completo,Casado,Casa,28,10.463013698630135,2.0,1747.03
8270,2015-09-01,M,True,True,1,Servidor público,Superior completo,Casado,Casa,31,8.671232876712331,3.0,9378.76
8271,2015-09-01,F,False,True,2,Assalariado,Superior completo,Casado,Casa,37,0.6547945205479452,4.0,644.88
8272,2015-09-01,M,True,True,3,Assalariado,Secundário,Casado,Casa,35,4.276712328767124,5.0,1419.23
8273,2015-09-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,53,6.016438356164382,2.0,5511.18
8274,2015-09-01,F,False,True,0,Pensionista,Secundário,Solteiro,Casa,62,,1.0,1377.47
8275,2015-09-01,M,True,False,0,Assalariado,Superior completo,Casado,Casa,56,6.205479452054795,2.0,8251.05
8276,2015-09-01,F,False,False,0,Servidor público,Superior completo,Casado,Casa,38,18.216438356164385,2.0,9058.1
8277,2015-09-01,F,False,True,0,Assalariado,Secundário,Solteiro,Casa,51,3.7698630136986298,1.0,3186.82
8278,2015-09-01,F,False,False,0,Assalariado,Superior completo,Casado,Casa,40,12.93972602739726,2.0,4325.65
8279,2015-09-01,F,True,False,0,Assalariado,Superior completo,Casado,Casa,28,1.547945205479452,2.0,1498.46
8280,2015-09-01,F,True,True,1,Empresário,Secundário,Casado,Governamental,44,21.86027397260274,3.0,4487.73
8281,2015-09-01,M,True,False,0,Assalariado,Secundário,Casado,Casa,28,0.3452054794520548,2.0,5376.9
8282,2015-09-01,M,False,True,0,Assalariado,Secundário,Casado,Casa,54,9.936986301369863,2.0,4322.76
8283,2015-09-01,F,False,True,0,Assalariado,Superior completo,Casado,Casa,61,35.26027397260275,2.0,12079.64
8284,2015-09-01,F,False,True,0,Assalariado,Superior completo,Casado,Casa,50,18.6054794520548,2.0,6683.35
8285,2015-09-01,F,False,True,0,Assalariado,Secundário,Solteiro,Casa,48,5.216438356164384,1.0,1529.83
8286,2015-09-01,M,True,True,0,Empresário,Secundário,Casado,Casa,56,6.134246575342464,2.0,10116.11
8287,2015-09-01,M,True,True,1,Empresário,Superior completo,Casado,Casa,32,0.2493150684931507,3.0,870.28
8288,2015-09-01,F,False,False,0,Pensionista,Secundário,Casado,Casa,63,,2.0,1605.4
8289,2015-09-01,M,True,True,1,Assalariado,Superior completo,Separado,Casa,44,2.416438356164384,2.0,3183.15
8290,2015-09-01,M,True,True,0,Pensionista,Secundário,Casado,Casa,53,,2.0,813.67
8291,2015-09-01,F,False,False,0,Assalariado,Secundário,Casado,Casa,40,13.873972602739729,2.0,3104.1
8292,2015-09-01,M,True,False,0,Assalariado,Superior completo,Casado,Casa,53,5.049315068493152,2.0,6798.51
8293,2015-09-01,F,False,True,0,Assalariado,Superior completo,Casado,Casa,50,11.268493150684929,2.0,7067.23
8294,2015-09-01,F,False,True,0,Pensionista,Secundário,Casado,Casa,64,,2.0,2849.24
8295,2015-09-01,M,False,False,1,Assalariado,Superior completo,Casado,Casa,30,0.2630136986301369,3.0,17883.66
8296,2015-09-01,F,False,True,0,Empresário,Superior completo,Casado,Casa,31,6.852054794520547,2.0,1231.89
8297,2015-09-01,F,False,False,1,Assalariado,Superior completo,Solteiro,Aluguel,39,9.605479452054793,2.0,1853.88
8298,2015-09-01,F,False,True,0,Assalariado,Secundário,Casado,Aluguel,54,2.2602739726027403,2.0,1892.76
8299,2015-09-01,F,False,False,1,Assalariado,Superior completo,Casado,Casa,33,10.873972602739729,3.0,3973.13
8300,2015-09-01,M,False,False,2,Assalariado,Superior completo,União,Casa,45,8.46027397260274,4.0,1749.35
8301,2015-09-01,F,False,True,0,Assalariado,Secundário,Separado,Casa,44,4.265753424657534,1.0,784.12
8302,2015-09-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,51,8.158904109589043,2.0,2859.0
8303,2015-09-01,M,True,False,0,Assalariado,Superior completo,Solteiro,Casa,24,4.608219178082192,1.0,5141.64
8304,2015-09-01,F,True,False,2,Assalariado,Superior completo,Casado,Casa,37,7.2684931506849315,4.0,1915.3
8305,2015-09-01,F,False,True,0,Assalariado,Superior completo,Casado,Casa,37,1.1369863013698631,2.0,1933.6
8306,2015-09-01,M,True,True,0,Assalariado,Superior completo,Solteiro,Casa,24,4.7972602739726025,1.0,2452.71
8307,2015-09-01,F,False,False,1,Assalariado,Superior completo,Casado,Casa,28,4.120547945205479,3.0,1485.73
8308,2015-09-01,F,False,False,0,Servidor público,Superior completo,Casado,Casa,36,6.413698630136985,2.0,3615.11
8309,2015-09-01,F,False,False,0,Assalariado,Superior completo,Solteiro,Com os pais,28,5.638356164383563,1.0,1782.7
8310,2015-09-01,F,True,False,0,Assalariado,Secundário,Casado,Casa,42,9.01917808219178,2.0,2814.85
8311,2015-09-01,M,False,False,2,Assalariado,Superior completo,Casado,Casa,27,6.367123287671232,4.0,5128.82
8312,2015-09-01,M,True,True,1,Assalariado,Superior completo,Casado,Casa,27,4.873972602739726,3.0,1814.18
8313,2015-09-01,M,True,True,0,Empresário,Superior completo,Casado,Estúdio,37,12.01917808219178,2.0,2001.98
8314,2015-09-01,F,False,False,0,Assalariado,Superior completo,Casado,Casa,38,6.183561643835616,2.0,5179.71
8315,2015-09-01,M,True,True,0,Assalariado,Secundário,Casado,Casa,50,5.06027397260274,2.0,4063.46
8316,2015-09-01,F,False,False,0,Assalariado,Superior completo,Separado,Casa,37,7.353424657534248,1.0,2253.46
8317,2015-09-01,F,False,True,0,Pensionista,Secundário,União,Casa,54,,2.0,2266.32
8318,2015-09-01,F,False,True,0,Pensionista,Primário,Casado,Casa,61,,2.0,2696.19
8319,2015-09-01,F,False,True,0,Assalariado,Superior completo,Casado,Casa,44,8.052054794520547,2.0,2073.75
8320,2015-09-01,F,False,True,1,Assalariado,Superior completo,Casado,Casa,28,6.515068493150685,3.0,2155.17
8321,2015-09-01,F,False,False,1,Empresário,Secundário,Casado,Governamental,27,2.271232876712329,3.0,1413.52
8322,2015-09-01,F,True,True,0,Assalariado,Superior completo,Casado,Casa,42,8.10684931506849,2.0,3386.84
8323,2015-09-01,M,False,True,0,Assalariado,Secundário,Separado,Casa,49,0.5972602739726027,1.0,6444.42
8324,2015-09-01,M,True,False,0,Pensionista,Superior completo,Casado,Casa,55,,2.0,6897.82
8325,2015-09-01,M,True,False,2,Empresário,Superior completo,Casado,Casa,32,0.9287671232876712,4.0,4137.26
8326,2015-09-01,F,False,False,1,Servidor público,Secundário,Separado,Casa,44,14.104109589041094,2.0,8373.55
8327,2015-09-01,M,True,True,1,Assalariado,Superior completo,Separado,Casa,44,6.934246575342466,2.0,4285.66
8328,2015-09-01,M,False,True,0,Assalariado,Superior completo,Casado,Casa,64,7.16986301369863,2.0,3363.63
8329,2015-09-01,F,True,False,0,Pensionista,Secundário,Casado,Casa,58,,2.0,3324.85
8330,2015-09-01,F,False,True,0,Assalariado,Secundário,União,Casa,35,1.2712328767123289,2.0,1307.75
8331,2015-09-01,F,False,False,0,Pensionista,Secundário,Casado,Casa,62,,2.0,1074.62
8332,2015-09-01,F,False,True,0,Pensionista,Secundário,Casado,Casa,57,,2.0,742.08
8333,2015-09-01,M,True,False,0,Assalariado,Superior incompleto,Solteiro,Casa,23,0.8657534246575342,1.0,6729.75
8334,2015-09-01,F,False,False,0,Pensionista,Secundário,Solteiro,Governamental,58,,1.0,2183.91
8335,2015-09-01,F,False,True,1,Assalariado,Superior completo,Casado,Casa,52,1.5095890410958903,3.0,1742.35
8336,2015-09-01,F,True,True,0,Assalariado,Superior completo,Casado,Casa,28,6.676712328767122,2.0,3242.76
8337,2015-09-01,M,True,True,0,Assalariado,Secundário,Casado,Casa,36,18.18904109589041,2.0,4101.01
8338,2015-09-01,F,False,True,0,Pensionista,Secundário,Solteiro,Casa,63,,1.0,2423.94
8339,2015-09-01,F,True,True,0,Assalariado,Superior completo,União,Casa,43,9.512328767123286,2.0,2506.87
8340,2015-09-01,F,True,False,2,Empresário,Superior incompleto,Casado,Casa,26,2.180821917808219,4.0,3577.22
8341,2015-09-01,F,False,True,1,Assalariado,Superior incompleto,Casado,Casa,28,0.3808219178082192,3.0,1846.11
8342,2015-09-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,27,6.846575342465752,2.0,2298.85
8343,2015-09-01,F,False,True,0,Pensionista,Secundário,Casado,Casa,47,,2.0,446.95
8344,2015-09-01,M,True,True,0,Empresário,Secundário,Casado,Casa,31,6.665753424657535,2.0,1925.87
8345,2015-09-01,M,True,False,0,Empresário,Superior completo,Casado,Casa,47,4.624657534246575,2.0,5305.7
8346,2015-09-01,F,True,True,0,Pensionista,Secundário,Viúvo,Casa,61,,1.0,4305.94
8347,2015-09-01,M,True,True,0,Empresário,Secundário,Casado,Casa,53,2.8027397260273967,2.0,3964.06
8348,2015-09-01,F,False,True,0,Pensionista,Secundário,Viúvo,Casa,57,,1.0,4240.82
8349,2015-09-01,F,True,True,2,Assalariado,Superior completo,Casado,Casa,38,7.383561643835616,4.0,9528.28
8350,2015-09-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,53,13.758904109589038,2.0,6031.9
8351,2015-09-01,F,False,True,0,Pensionista,Secundário,União,Casa,60,,2.0,5859.63
8352,2015-09-01,M,False,False,0,Empresário,Secundário,Casado,Governamental,40,6.693150684931508,2.0,6361.49
8353,2015-09-01,M,False,True,2,Servidor público,Secundário,Casado,Casa,38,18.86575342465753,4.0,8210.99
8354,2015-09-01,F,False,False,1,Assalariado,Superior completo,União,Casa,32,9.04931506849315,3.0,6245.36
8355,2015-09-01,M,True,True,0,Pensionista,Superior completo,Casado,Casa,57,,2.0,3671.16
8356,2015-09-01,F,False,False,0,Empresário,Secundário,Casado,Casa,48,11.558904109589042,2.0,4212.81
8357,2015-09-01,F,True,True,0,Assalariado,Superior completo,Casado,Comunitário,60,0.9506849315068492,2.0,5351.43
8358,2015-09-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,37,1.1369863013698631,2.0,1415.57
8359,2015-09-01,F,False,True,0,Assalariado,Superior completo,União,Casa,44,26.56986301369863,2.0,1815.94
8360,2015-09-01,F,False,True,0,Servidor público,Superior completo,Casado,Casa,41,10.01095890410959,2.0,2055.79
8361,2015-09-01,M,True,False,0,Assalariado,Secundário,Casado,Casa,52,0.2712328767123288,2.0,5128.88
8362,2015-09-01,F,False,True,0,Assalariado,Secundário,Solteiro,Casa,48,4.950684931506848,1.0,2801.57
8363,2015-09-01,M,True,False,2,Assalariado,Secundário,Separado,Com os pais,38,4.454794520547946,3.0,5861.09
8364,2015-09-01,F,False,False,2,Servidor público,Secundário,Casado,Estúdio,30,7.956164383561643,4.0,3007.53
8365,2015-09-01,M,True,False,2,Assalariado,Superior completo,Casado,Casa,43,10.375342465753423,4.0,4437.13
8366,2015-09-01,M,False,True,1,Assalariado,Superior completo,Casado,Casa,43,8.471232876712326,3.0,2022.19
8367,2015-09-01,F,False,True,0,Empresário,Secundário,Solteiro,Casa,36,8.284931506849315,1.0,7684.31
8368,2015-09-01,F,False,True,0,Pensionista,Secundário,Solteiro,Casa,58,,1.0,816.85
8369,2015-09-01,M,False,False,3,Assalariado,Superior completo,União,Com os pais,33,3.895890410958904,5.0,847.76
8370,2015-09-01,F,False,True,0,Assalariado,Superior completo,Solteiro,Casa,55,9.556164383561644,1.0,6502.72
8371,2015-09-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,52,3.5506849315068494,2.0,4266.59
8372,2015-09-01,M,True,False,0,Empresário,Secundário,Casado,Casa,56,7.520547945205481,2.0,3987.52
8373,2015-09-01,F,False,True,0,Assalariado,Superior completo,Casado,Casa,47,11.953424657534244,2.0,8082.14
8374,2015-09-01,F,False,True,0,Pensionista,Secundário,Casado,Casa,60,,2.0,2199.0
8375,2015-09-01,F,True,True,0,Empresário,Secundário,União,Casa,50,8.271232876712329,2.0,3630.99
8376,2015-09-01,F,False,True,1,Assalariado,Superior completo,Casado,Casa,32,2.0027397260273974,3.0,2574.46
8377,2015-09-01,M,True,True,0,Assalariado,Superior completo,Casado,Casa,51,1.4684931506849317,2.0,8294.38
8378,2015-09-01,F,False,False,0,Assalariado,Superior completo,Casado,Casa,43,22.09041095890411,2.0,7033.38
8379,2015-09-01,F,False,True,0,Pensionista,Secundário,Casado,Casa,61,,2.0,2560.99
8380,2015-09-01,F,False,False,2,Servidor público,Secundário,Casado,Casa,37,4.76986301369863,4.0,334.93
8381,2015-09-01,M,True,True,0,Empresário,Secundário,Casado,Casa,53,2.6356164383561644,2.0,809.81
8382,2015-09-01,F,False,True,2,Empresário,Superior completo,União,Casa,36,1.6027397260273972,4.0,3134.06
8383,2015-09-01,M,True,False,2,Empresário,Superior completo,Casado,Casa,39,13.0,4.0,13444.3
8384,2015-09-01,F,False,True,0,Empresário,Secundário,Casado,Casa,45,0.2794520547945205,2.0,1073.09
8385,2015-09-01,F,True,True,0,Empresário,Secundário,Casado,Casa,48,5.4602739726027405,2.0,2712.73
8386,2015-09-01,F,False,True,2,Empresário,Secundário,Casado,Casa,46,3.06027397260274,4.0,2093.72
8387,2015-09-01,F,True,True,0,Assalariado,Superior completo,Casado,Casa,47,8.638356164383561,2.0,10391.11
8388,2015-09-01,F,True,True,0,Pensionista,Secundário,Casado,Casa,64,,2.0,1701.43
8389,2015-09-01,F,True,True,1,Empresário,Superior completo,Casado,Casa,37,8.89315068493151,3.0,3866.3
8390,2015-09-01,F,False,True,0,Pensionista,Secundário,Solteiro,Casa,63,,1.0,5606.3
8391,2015-09-01,F,True,True,0,Empresário,Superior completo,União,Casa,46,0.2958904109589041,2.0,1496.95
8392,2015-09-01,M,True,True,0,Empresário,Superior completo,Solteiro,Casa,25,4.035616438356166,1.0,2944.05
8393,2015-09-01,F,False,False,0,Servidor público,Superior completo,Solteiro,Casa,28,6.602739726027397,1.0,8784.72
8394,2015-09-01,F,True,True,1,Empresário,Superior completo,Casado,Casa,42,7.873972602739726,3.0,13646.5
8395,2015-09-01,F,False,True,0,Pensionista,Secundário,Viúvo,Casa,56,,1.0,1999.34
8396,2015-09-01,M,True,True,2,Assalariado,Secundário,Casado,Casa,33,11.81917808219178,4.0,4947.87
8397,2015-09-01,F,False,True,3,Assalariado,Superior completo,Casado,Casa,32,9.04931506849315,5.0,6788.14
8398,2015-09-01,M,True,True,1,Assalariado,Superior completo,Casado,Casa,38,4.931506849315068,3.0,4066.45
8399,2015-09-01,M,True,True,1,Assalariado,Superior incompleto,Casado,Casa,41,6.852054794520547,3.0,3489.22
8400,2015-09-01,M,True,False,0,Empresário,Secundário,Casado,Casa,47,9.772602739726029,2.0,6182.22
8401,2015-09-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,52,23.145205479452056,2.0,12022.33
8402,2015-09-01,M,True,True,0,Assalariado,Secundário,Casado,Casa,38,9.26849315068493,2.0,8830.89
8403,2015-09-01,M,True,True,0,Empresário,Superior completo,Casado,Casa,49,6.772602739726027,2.0,5107.17
8404,2015-09-01,F,False,False,0,Pensionista,Superior completo,Casado,Casa,55,,2.0,1269.61
8405,2015-09-01,F,False,True,1,Assalariado,Superior completo,Separado,Casa,41,6.780821917808219,2.0,3101.89
8406,2015-09-01,M,True,False,0,Empresário,Superior completo,Casado,Casa,57,6.016438356164382,2.0,3900.63
8407,2015-09-01,F,False,False,1,Empresário,Superior completo,Casado,Casa,34,3.602739726027397,3.0,5564.88
8408,2015-09-01,F,False,True,0,Assalariado,Superior completo,Casado,Casa,31,1.6328767123287669,2.0,2312.03
8409,2015-09-01,F,False,False,0,Assalariado,Secundário,Casado,Casa,50,5.887671232876714,2.0,4786.19
8410,2015-09-01,F,False,False,0,Empresário,Superior completo,Solteiro,Aluguel,32,3.8767123287671232,1.0,5065.39
8411,2015-09-01,F,False,False,1,Empresário,Superior completo,Separado,Casa,42,21.778082191780825,2.0,12267.02
8412,2015-09-01,F,False,True,0,Empresário,Superior completo,Separado,Casa,39,17.306849315068494,1.0,4272.2
8413,2015-09-01,F,False,False,0,Assalariado,Superior completo,Solteiro,Casa,42,8.104109589041098,1.0,7599.22
8414,2015-09-01,F,True,True,0,Pensionista,Secundário,Viúvo,Casa,61,,1.0,4356.74
8415,2015-09-01,F,False,False,0,Pensionista,Superior completo,Casado,Casa,55,,2.0,2965.35
8416,2015-09-01,M,False,False,3,Assalariado,Secundário,União,Com os pais,33,3.895890410958904,5.0,3669.13
8417,2015-09-01,F,False,False,1,Assalariado,Secundário,Casado,Casa,38,2.0136986301369864,3.0,2204.45
8418,2015-09-01,F,True,True,0,Pensionista,Superior completo,Casado,Casa,66,,2.0,3131.91
8419,2015-09-01,F,False,True,0,Pensionista,Primário,Casado,Casa,61,,2.0,2146.43
8420,2015-09-01,F,False,True,0,Pensionista,Secundário,Casado,Casa,57,,2.0,1748.63
8421,2015-09-01,F,False,True,0,Pensionista,Secundário,Viúvo,Casa,55,,1.0,3508.19
8422,2015-09-01,F,False,False,0,Pensionista,Secundário,Casado,Casa,56,,2.0,1137.09
8423,2015-09-01,F,True,True,0,Empresário,Superior incompleto,Solteiro,Casa,25,3.808219178082192,1.0,2800.89
8424,2015-09-01,F,True,True,0,Pensionista,Superior completo,Casado,Casa,58,,2.0,3402.92
8425,2015-09-01,F,True,True,0,Assalariado,Superior completo,Casado,Casa,45,6.556164383561644,2.0,1655.29
8426,2015-09-01,F,True,True,0,Pensionista,Secundário,Casado,Casa,52,,2.0,7000.46
8427,2015-09-01,F,False,False,0,Assalariado,Secundário,Casado,Casa,51,30.117808219178084,2.0,17463.03
8428,2015-09-01,M,True,True,0,Assalariado,Primário,Solteiro,Casa,32,6.835616438356165,1.0,2052.29
8429,2015-09-01,M,True,False,2,Empresário,Superior completo,Casado,Casa,39,13.0,4.0,7250.6
8430,2015-09-01,F,False,True,0,Pensionista,Primário,Casado,Casa,58,,2.0,1103.52
8431,2015-09-01,F,True,True,0,Assalariado,Superior completo,Solteiro,Casa,27,1.5698630136986302,1.0,2344.43
8432,2015-09-01,M,True,False,2,Assalariado,Superior completo,Casado,Casa,29,0.7232876712328767,4.0,2372.6
8433,2015-09-01,M,True,True,0,Pensionista,Superior completo,Casado,Casa,63,,2.0,5212.99
8434,2015-09-01,M,False,False,0,Assalariado,Superior completo,Casado,Com os pais,36,6.6219178082191785,2.0,10192.35
8435,2015-09-01,F,False,True,0,Assalariado,Superior completo,União,Casa,54,1.0684931506849316,2.0,1264.67
8436,2015-09-01,F,False,True,1,Empresário,Secundário,Casado,Casa,47,6.515068493150685,3.0,1022.98
8437,2015-09-01,F,False,True,0,Pensionista,Superior completo,Casado,Casa,58,,2.0,1016.06
8438,2015-09-01,M,True,True,2,Assalariado,Secundário,Casado,Casa,40,3.2136986301369865,4.0,6278.8
8439,2015-09-01,M,False,True,0,Assalariado,Secundário,Solteiro,Casa,28,0.6191780821917808,1.0,3345.27
8440,2015-09-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,43,3.5835616438356164,2.0,1095.23
8441,2015-09-01,F,False,False,0,Assalariado,Superior completo,Solteiro,Casa,32,5.92876712328767,1.0,1027.4
8442,2015-09-01,F,False,True,0,Pensionista,Primário,Casado,Casa,59,,2.0,1244.08
8443,2015-09-01,F,False,True,0,Assalariado,Superior completo,Casado,Casa,61,40.57534246575342,2.0,33568.12
8444,2015-09-01,M,True,False,2,Empresário,Secundário,Casado,Casa,36,2.0876712328767124,4.0,2976.38
8445,2015-09-01,M,True,False,0,Assalariado,Secundário,Casado,Casa,32,6.197260273972603,2.0,3959.25
8446,2015-09-01,M,False,True,0,Assalariado,Secundário,Casado,Casa,52,0.947945205479452,2.0,6258.48
8447,2015-09-01,F,False,True,1,Assalariado,Secundário,Viúvo,Casa,38,8.136986301369863,2.0,1875.35
8448,2015-09-01,F,False,False,0,Assalariado,Superior incompleto,Casado,Casa,53,5.216438356164384,2.0,1851.62
8449,2015-09-01,M,True,True,0,Assalariado,Superior completo,Casado,Casa,45,18.926027397260277,2.0,7972.43
8450,2015-09-01,F,False,True,0,Pensionista,Secundário,Solteiro,Casa,62,,1.0,9103.19
8451,2015-09-01,F,False,True,0,Empresário,Superior completo,Solteiro,Casa,37,3.0520547945205485,1.0,2742.41
8452,2015-09-01,M,False,True,0,Assalariado,Secundário,União,Casa,41,4.178082191780821,2.0,2164.84
8453,2015-09-01,M,False,True,0,Assalariado,Secundário,Casado,Casa,64,7.16986301369863,2.0,12077.0
8454,2015-09-01,F,False,False,0,Assalariado,Secundário,Casado,Casa,51,9.936986301369863,2.0,2023.64
8455,2015-09-01,M,True,True,0,Assalariado,Secundário,Casado,Casa,40,7.2,2.0,1200.32
8456,2015-09-01,M,False,True,1,Assalariado,Secundário,Casado,Estúdio,31,9.123287671232877,3.0,4351.33
8457,2015-09-01,M,True,True,2,Assalariado,Superior completo,Casado,Casa,31,5.216438356164384,4.0,7736.43
8458,2015-09-01,M,False,True,1,Assalariado,Secundário,União,Casa,34,7.882191780821918,3.0,15643.01
8459,2015-09-01,F,False,False,0,Assalariado,Superior completo,Separado,Casa,51,4.931506849315068,1.0,2429.86
8460,2015-09-01,F,False,True,0,Empresário,Secundário,Casado,Casa,46,3.3863013698630136,2.0,3425.04
8461,2015-09-01,F,False,False,1,Empresário,Secundário,Casado,Casa,38,2.180821917808219,3.0,2692.97
8462,2015-09-01,M,True,True,1,Assalariado,Secundário,Casado,Casa,44,4.432876712328767,3.0,2845.02
8463,2015-09-01,F,False,True,0,Empresário,Secundário,Casado,Casa,43,15.972602739726028,2.0,7544.96
8464,2015-09-01,F,False,False,0,Empresário,Superior completo,Casado,Casa,30,7.432876712328768,2.0,742.61
8465,2015-09-01,M,False,True,1,Empresário,Secundário,União,Casa,34,5.767123287671232,1.0,2715.38
8466,2015-09-01,M,True,True,1,Empresário,Superior completo,Casado,Casa,41,4.016438356164383,3.0,6639.49
8467,2015-09-01,M,True,True,0,Pensionista,Superior completo,Casado,Casa,38,,2.0,13621.54
8468,2015-09-01,F,True,True,0,Empresário,Secundário,Casado,Casa,36,1.484931506849315,2.0,5807.36
8469,2015-09-01,M,True,False,2,Assalariado,Superior completo,Solteiro,Casa,32,4.553424657534245,4.0,2690.08
8470,2015-09-01,M,False,True,1,Empresário,Superior incompleto,Casado,Casa,34,3.202739726027397,3.0,4935.74
8471,2015-09-01,F,True,True,0,Assalariado,Secundário,Casado,Casa,44,25.728767123287675,2.0,7321.14
8472,2015-09-01,F,False,True,0,Assalariado,Secundário,Viúvo,Casa,46,11.18082191780822,1.0,3036.73
8473,2015-09-01,F,True,True,2,Assalariado,Superior completo,Casado,Casa,39,1.4575342465753425,4.0,908.97
8474,2015-09-01,F,False,True,1,Servidor público,Superior completo,Casado,Casa,42,11.726027397260276,3.0,2840.03
8475,2015-09-01,M,False,False,0,Assalariado,Superior completo,Solteiro,Casa,26,1.6849315068493151,1.0,3623.6
8476,2015-09-01,M,True,True,0,Pensionista,Secundário,Casado,Casa,64,,2.0,3127.96
8477,2015-09-01,F,True,True,1,Empresário,Superior completo,Separado,Casa,50,19.73972602739726,2.0,2932.28
8478,2015-09-01,F,True,True,0,Assalariado,Superior completo,Casado,Casa,42,13.243835616438355,2.0,2409.94
8479,2015-09-01,F,False,True,0,Empresário,Superior completo,Casado,Casa,57,4.336986301369863,2.0,1651.7
8480,2015-09-01,F,False,True,0,Pensionista,Secundário,Solteiro,Casa,61,,1.0,1887.26
8481,2015-09-01,M,True,False,1,Empresário,Secundário,Casado,Casa,33,7.926027397260274,3.0,1050.08
8482,2015-09-01,F,True,True,0,Assalariado,Superior completo,Casado,Casa,39,6.594520547945206,2.0,3438.71
8483,2015-09-01,F,False,False,0,Pensionista,Superior completo,Casado,Governamental,57,,2.0,1855.45
8484,2015-09-01,M,True,True,0,Assalariado,Secundário,Casado,Casa,39,20.18904109589041,2.0,24703.74
8485,2015-09-01,F,True,False,2,Assalariado,Secundário,Casado,Casa,35,10.01917808219178,4.0,3489.49
8486,2015-09-01,F,True,True,1,Servidor público,Secundário,Casado,Casa,48,22.03835616438356,3.0,21803.18
8487,2015-09-01,F,False,True,0,Pensionista,Superior completo,União,Casa,64,,2.0,1558.64
8488,2015-09-01,F,True,True,0,Assalariado,Secundário,Viúvo,Casa,56,4.32054794520548,1.0,4412.27
8489,2015-09-01,F,False,True,0,Assalariado,Secundário,Casado,Casa,49,2.8465753424657536,2.0,1452.69
8490,2015-09-01,M,True,True,0,Assalariado,Superior incompleto,Solteiro,Casa,29,4.663013698630137,1.0,2538.77
8491,2015-09-01,M,True,False,0,Servidor público,Superior completo,Casado,Casa,33,8.961643835616439,2.0,3265.02
8492,2015-09-01,F,False,True,0,Pensionista,Secundário,Viúvo,Casa,56,,1.0,5068.52
8493,2015-09-01,F,False,False,0,Servidor público,Secundário,Viúvo,Casa,63,1.178082191780822,1.0,5938.59
8494,2015-09-01,F,False,True,0,Pensionista,Secundário,Casado,Casa,63,,2.0,4326.34
8495,2015-09-01,F,False,True,0,Pensionista,Secundário,Solteiro,Casa,61,,1.0,6644.68
8496,2015-09-01,F,True,True,0,Assalariado,Secundário,Casado,Casa,33,1.8438356164383565,2.0,3206.2
8497,2015-09-01,M,True,False,0,Assalariado,Superior completo,União,Casa,32,8.471232876712326,2.0,2949.32
8498,2015-09-01,M,True,True,1,Assalariado,Superior completo,Casado,Casa,48,7.810958904109589,3.0,3120.27
8499,2015-09-01,F,True,True,0,Servidor público,Superior completo,Casado,Casa,39,16.775342465753425,2.0,8054.46
8500,2015-09-01,F,False,True,0,Pensionista,Secundário,Casado,Casa,56,,2.0,3556.97
